ID	Application	10.00%	30.00%	50.00%	70.00%	90.00%
1	blackscholes	0.4590135627	0.5631757996	0.8499693518	0.6454320229	0.8445128088
2	bodytrack	0.211766887	0.3547833917	0.2424698965	0.1646261238	0.3591611815
3	facesim	0	0	0	0	0.1099805941
4	ferret	2.1519725387	1.8177098381	1.9509630746	2.1599998759	2.8128025371
5	fluidanimate	3.5568862577	3.5037330938	3.9820951808	4.1483410493	3.6956962303
6	freqmine	9.2650710174	11.4791640558	13.1538058611	14.7370216964	16.0172758224
7	raytrace	2.9670072131	2.4885997954	2.4046120304	2.1129727307	3.9724125886
8	swaptions	1.5816106273	0.8714554328	1.0944509399	0.7954767438	4.0502273188
9	vips	1.5798812966	0.6551144202	0.6018091439	0.858944037	3.0617443883
10	x264	5.4891137543	5.6748641529	5.5367961501	5.1560846307	5.2248577518
11	canneal	3.6157661054	2.7654515417	2.1199151417	6.6221408607	3.182682291
12	dedup	6.3053626705	7.4509648943	7.7777498673	7.4027723467	7.4003124335
13	streamcluster	1.1177728881	1.6291906703	11.0925978837	3.4227169753	12.3463662533
14	stream	2.1861959094	1.8960164324	1.5444515398	1.9831688689	2.6117378888
15	swish	0.3567106009	0.3679688931	0.3887319328	0.6427135776	0.6970783572
16	HOP	0.0434166678	1.0193461701	0.8286504039	1.4517631959	2.005149242
17	KMeans	1.9218431628	0.5821496693	0.2522343961	3.1067975535	0.1387852904
18	Kmeans-Fuzzy	0.4503667842	0.4219855887	0.3928540928	0.4380803398	0.3399928157
19	ScalParC	0.2737450792	0.1609049903	0.402116983	0.2136709253	0.3154657618
20	SVM-RFE	0.5539261747	1.0519401523	0.325801142	0.6668762364	0.8692392881
21	Average	2.2043714599	2.2377259491	2.7471037506	2.8364799895	3.5027740422
