ID	Application	10.00%	30.00%	50.00%	70.00%	90.00%
1	blackscholes	2.6569184147	2.4413074595	3.1041400206	4.1115796998	2.5007992069
2	bodytrack	0.6339015456	1.0900069564	1.1015095557	1.0226385879	0.8851341087
3	facesim	0	0	0	0	0.072491074
4	ferret	3.2048304488	2.996086473	2.8670902823	3.4859489516	4.1641570388
5	fluidanimate	4.5892007993	8.377214063	9.456944085	9.5475735341	6.3663778956
6	freqmine	9.2860185103	11.5509428457	13.3152857421	14.8256245635	16.1095830114
7	raytrace	8.4703913336	9.7998941766	9.5505640363	9.6040669144	17.2092898784
8	swaptions	7.7740243239	6.8319433781	6.5725344556	7.2675053144	23.3768589197
9	vips	2.0601833011	5.6395997305	5.5302440796	3.4084349375	15.096986599
10	x264	7.443918454	14.7005757505	14.6049103423	14.5014213585	15.4710748609
11	canneal	3.6931318294	1.8719095603	4.2072036445	8.3691533474	8.6463428018
12	dedup	6.2296439267	7.6937189656	7.8235865189	9.2522497765	7.4794710145
13	streamcluster	4.1475316945	1.8863078324	4.9521816531	5.2161778625	10.3225837223
14	stream	5.2244643426	3.6573026407	5.3335107502	6.6429409337	5.6697563589
15	swish	1.0243130395	2.5280040796	1.1828817606	1.197968887	19.8610660209
16	HOP	0.8150874615	2.0415537326	6.6731194694	2.0211301361	2.6597317093
17	KMeans	0.7950946627	5.8674640481	3.8871633793	2.7268972823	0.5952354115
18	Kmeans-Fuzzy	1.6333920315	2.3820691847	2.5298252828	3.0430813848	1.1671963219
19	ScalParC	0.8244391139	1.9443255608	1.1140137871	1.2013546669	0.6988348579
20	SVM-RFE	2.6525787682	2.814482816	1.4887045226	5.5257318037	3.0138423153
21	Average	3.6579532001	4.8057354627	5.2647706684	5.6485739971	8.0683406564
