ID	Application	10.00%	30.00%	50.00%	70.00%	90.00%
1	blackscholes	0.7371477794	0.7940276419	0.7355736556	1.0478048742	1.0214357136
2	bodytrack	0.5021630181	0.3477158566	0.3099135769	0.7064217931	0.2897175512
3	facesim	0	0	1.7877030602	0	0.381147661
4	ferret	1.9416211355	1.907652199	2.1634602659	2.4371480741	3.6632734966
5	fluidanimate	3.6829911402	4.5082534001	4.8855426797	4.3476991794	4.5136280389
6	freqmine	9.2751164403	11.4850802795	13.2456845508	14.759758106	15.9939282277
7	raytrace	3.7287341415	3.227754791	2.7098419178	2.5023420774	4.3882180569
8	swaptions	1.6701983821	1.0521818309	1.1346031409	1.059794753	4.6029335038
9	vips	1.1139855878	0.8133397728	0.7429513485	0.7877384526	3.4532603325
10	x264	5.1363670159	7.3227327021	7.5462211225	6.2016610749	7.9208888153
11	canneal	1.0680185104	1.6873588901	1.7668622114	2.9880048379	3.0182683705
12	dedup	6.3506656862	7.0730376409	7.4396754747	7.725314196	7.7268055428
13	streamcluster	3.0219139146	4.5224650882	3.0925912498	11.4172007617	9.9023883309
14	stream	2.1366054633	2.0921512534	2.2673441607	1.3237806387	3.0708568787
15	swish	0.4081365836	0.4198751737	0.45928027	0.6005946781	0.8612287375
16	HOP	0.1185036627	2.9534508623	1.7690209241	1.7914511957	1.3126167074
17	KMeans	0.5125581193	3.8290245944	0.3896542529	0.2507832483	0.2399102219
18	Kmeans-Fuzzy	0.234514375	0.4737573082	4.9714672239	0.6721916861	0.400436707
19	ScalParC	0.2763618015	0.3925854199	0.1435975474	0.4275238416	0.3769575195
20	SVM-RFE	0.4283231448	1.3242031932	0.3871396411	1.1729564535	2.0856536131
21	Average	2.1171962951	2.8113323949	2.8974064137	3.1110084961	3.7611777013
