ID	Application	10.00%	30.00%	50.00%	70.00%	90.00%
1	blackscholes	1.4078411339	1.2456495099	1.0213624489	1.1880806093	1.2662074059
2	bodytrack	0.3340546865	0.4045950977	0.7353000319	0.6732429178	0.5318165757
3	facesim	0	0	0	0	0.0083591946
4	ferret	2.4016433006	2.5657617128	2.3909230059	2.5689976609	3.9109422798
5	fluidanimate	4.1459910819	4.622684365	5.3731729639	5.2247582878	4.9842330764
6	freqmine	9.3291082697	11.4957302521	13.1986247033	14.7743025688	16.153082875
7	raytrace	4.1918896552	4.2251396387	4.013997703	3.7650638993	6.2027761796
8	swaptions	2.4913605942	1.6905828312	1.3204327542	1.2862425078	6.4883985728
9	vips	1.6723690074	1.8244029999	1.0056908777	1.0476075166	4.4941562944
10	x264	5.6354250228	9.4501123201	9.4275377198	10.9688852404	11.0587686441
11	canneal	1.1997390572	0.5698595585	3.2036796638	3.7616186681	3.1314562664
12	dedup	6.3947707508	7.0489440494	8.0569228542	8.217134194	7.6235727153
13	streamcluster	1.0388292848	1.3304189337	1.6865235251	5.406338121	3.8094705101
14	stream	2.5494528367	2.7412321528	3.8567386034	2.2229225386	4.7977227459
15	swish	0.5726613887	0.6721784931	0.6366478974	0.5850809089	0.8676593443
16	HOP	0.7295962559	3.5609040114	4.3811499374	0.9781704342	2.3863553423
17	KMeans	4.3004070407	1.385785108	0.588348263	0.2594681367	2.9615546062
18	Kmeans-Fuzzy	1.3707625253	1.4297044061	1.7461640391	0.6691900176	0.824901107
19	ScalParC	0.4115090739	0.6125875325	0.6106030664	0.51412123	0.5144405543
20	SVM-RFE	0.6960204731	1.2436195541	1.2147084145	1.2940942439	2.3678963999
21	Average	2.543671572	2.9059946263	3.2234264236	3.2702659851	4.2191885345
