Tag	Perf_Norm	Window_Power
343	1.1168248991	127.794023
344	1.116617043	127.703305
345	1.1123541276	127.597526
346	1.1167848944	127.533867
347	1.1154950975	127.452981
348	1.1114315666	127.316314
349	1.1108916384	127.211411
350	1.1265940675	127.199026
351	1.1295020692	127.074425
352	1.0981969872	126.436057
353	1.0973569232	126.22979
354	1.1038432902	125.981111
355	1.1057911131	125.777335
356	1.1059642424	125.567171
357	1.1106249855	125.325323
358	1.1130952221	124.826203
359	1.1045401778	124.5327
360	1.1152223599	124.068611
361	1.1264642373	123.339459
362	1.1109914483	122.767486
363	1.1059229267	122.432047
364	1.1152603139	121.945303
365	1.1263529303	121.494984
366	1.1311188957	121.157224
367	1.1206182473	120.785625
368	1.128991388	120.38308
369	1.1175814575	120.004589
370	1.1254514474	119.599089
371	1.1219421994	119.179142
372	1.1292347777	118.856875
373	1.1323939682	118.519147
374	1.136796362	118.21654
375	1.1381378287	117.930505
376	1.1503576348	117.398246
377	1.1512407962	117.189451
378	1.110134811	116.533464
379	1.1130454012	116.380897
380	1.116845641	116.211239
381	1.1239564838	115.98002
382	1.1144642551	115.965262
383	1.1078213994	115.902067
384	1.1022944716	115.961938
385	1.099726812	115.911805
386	1.0901797197	115.866943
387	1.0836767458	115.802899
388	1.0778269234	115.727495
389	1.0727721849	115.67125
390	1.0525638205	115.555227
391	1.0526335093	115.514195
392	1.052638014	115.465703
393	1.0467166539	115.392257
394	1.0430747182	115.286513
395	1.038520374	115.383539
396	1.0390111201	115.36825
397	1.0370065511	115.41041
398	1.0352770392	115.444969
399	1.0190368333	115.498044
400	1.0168958115	115.511844
401	1.00727977	115.35175
402	1.0017488418	115.278489
403	0.998724356	115.298207
404	1.0029782283	115.269775
405	1.0035984684	115.082333
406	1.0044874793	114.969625
407	1.0122747032	114.96112
408	1.0114475147	114.903252
409	0.9857680946	114.554721
410	0.9898454422	114.54246
411	0.9893833717	114.532907
412	0.9879472049	114.437465
413	0.9900209248	114.347589
414	0.9921581479	114.203801
415	0.9912860465	114.181319
416	0.9866413053	114.14198
417	0.9759322965	114.050434
418	0.9738688299	114.058986
419	0.9832450116	114.101668
420	0.9861928834	114.037953
421	0.9920281159	113.868092
422	0.995380539	113.812523
423	0.9958089249	113.745511
424	1.0106560614	113.728553
425	0.9860114506	113.528747
426	0.9908072682	113.513743
427	0.9988798026	113.542794
428	0.9985985935	113.493557
429	0.994020818	113.519407
430	0.9910294789	113.510416
431	0.9915774081	113.544405
432	0.9894705415	113.599133
433	0.9860795257	113.635417
434	0.9853869075	113.645268
435	0.9884099477	113.674432
436	0.9880679584	113.688133
437	0.9875898188	113.696666
438	0.9909410653	113.783147
439	1.002632373	113.751781
440	0.9917958537	113.690627
441	0.9962404372	113.673612
442	0.9988924764	113.668399
443	0.9989710737	113.605177
444	1.001474894	113.586169
445	1.0042192128	113.556736
446	0.9890971872	113.377838
447	0.989815153	113.303043
448	0.993090088	113.301606
449	0.985160461	113.331843
450	0.9840796632	113.382951
451	0.9838808502	113.425876
452	1.0083128312	113.509715
453	1.0105659669	113.616137
454	1.0063821532	113.655605
455	1.0054979496	113.627171
456	1.0049270261	113.634776
457	0.9988530768	113.69867
458	1.0033419681	113.834727
459	1.0114037449	113.842487
460	1.0117294298	113.910254
461	1.0131949446	114.028679
462	1.0288247603	114.089764
463	1.0274254044	114.100988
464	1.0271218734	114.06113
465	1.0280942889	114.004015
466	1.028150329	113.918727
467	1.0141506523	113.509232
468	1.0041573233	113.517292
469	1.0135308492	113.531377
470	1.0107564428	113.569743
471	1.0081420551	113.597752
472	1.0074297034	113.59592
473	1.0084702949	113.603987
474	1.0087780954	113.582312
475	1.0087959462	113.614289
476	0.9859969615	113.487196
477	0.9833404849	113.544109
478	1.0179820889	113.772705
479	1.0045907182	113.726778
480	1.001160639	113.724954
481	1.002519217	113.720027
482	1.0035798108	113.706494
483	1.0040623543	113.732789
484	1.0048661115	113.661367
485	1.0045495033	113.651947
486	1.0102369875	113.686478
487	1.0050394762	113.695219
488	1.0046233606	113.724852
489	1.0054782498	113.847052
490	1.0184547825	113.925228
491	1.0181829526	113.922559
492	1.0109092337	113.855014
493	1.0134969629	113.868751
494	1.0088163519	113.89464
495	1.009543159	113.790807
496	1.006506134	113.691229
497	1.0060949938	113.626839
498	1.0054673242	113.552959
499	1.0186940372	113.377059
500	1.0107783613	113.236658
501	1.0179173083	113.330431
502	1.0121345189	113.39706
503	1.0122895285	113.404672
504	1.0112423144	113.469779
505	1.0067358077	113.80339
506	1.0071012283	113.957898
507	1.0001021295	114.162764
508	0.9965481032	114.348413
509	1.0184498408	114.841017
510	1.0172913532	114.964858
511	1.014060188	115.107721
512	1.0081252128	115.335736
513	1.0097367277	115.514644
514	1.0111785423	115.824814
515	1.0055663945	115.993203
516	1.0064902666	116.183898
517	1.0102337266	116.451028
518	1.0073796808	116.623363
519	1.0066582861	116.798007
520	1.0082704398	117.036614
521	1.0064028615	117.163502
522	1.003203431	117.25732
523	0.9999157885	117.340688
524	0.9963121094	117.476543
525	1.015032906	117.864453
526	1.0115037902	117.917381
527	1.0074895087	117.952003
528	1.0068115476	117.99044
529	1.0175149422	118.051125
530	1.0158904174	118.127876
531	1.0187984863	118.115669
532	1.0243708647	118.027073
533	1.0302842239	117.973434
534	1.0332272213	117.928223
535	1.0347388591	117.845933
536	1.0345026636	117.825187
537	1.0355812763	117.781716
538	1.0355323294	117.698096
539	1.0377234075	117.744919
540	1.061921042	117.803311
541	1.0664930353	117.795286
542	1.0734046281	117.799074
543	1.0787424919	117.842096
544	1.0815939492	117.866448
545	1.0842133123	117.892749
546	1.1087422794	118.176505
547	1.1127325917	118.182257
548	1.1119637293	118.189993
549	1.1221499546	118.260199
550	1.1216330542	118.227288
551	1.1230107605	118.214872
552	1.1266058	118.224133
553	1.1292316176	118.188341
554	1.1387533624	118.141022
555	1.1240760944	118.087745
556	1.1203513255	118.12663
557	1.1173351432	118.065324
558	1.1138475448	118.060366
559	1.1134177806	118.054797
560	1.1130542089	118.016796
561	1.1018289385	117.920646
562	1.1036459899	117.979937
563	1.1124283547	118.079876
564	1.1131164346	118.122646
565	1.0995469928	118.107081
566	1.0912036033	118.223947
567	1.1139133339	118.77514
568	1.12358555	118.854677
569	1.118110998	118.84972
570	1.1174828915	118.868676
571	1.1316341152	118.953111
572	1.1316853144	119.012222
573	1.1309213601	118.967976
574	1.1254185024	118.971352
575	1.1189250086	118.954967
576	1.1488189351	119.338754
577	1.1381474769	119.261611
578	1.1366904001	119.353486
579	1.1493569808	119.516887
580	1.151765832	119.492541
581	1.1563643494	119.491326
582	1.1574985988	119.514844
583	1.1546003798	119.4608
584	1.1506772014	119.45986
585	1.1478822884	119.47851
586	1.1425696377	119.490677
587	1.1494350739	119.638534
588	1.1476986705	119.707127
589	1.1495932099	119.645364
590	1.1541134661	119.656354
591	1.1527875305	119.650949
592	1.1613196814	119.79382
593	1.1645595872	119.887206
594	1.1755748836	119.984166
595	1.1798184018	120.008272
596	1.1815626716	120.092471
597	1.1810260715	120.090115
598	1.1764994616	120.033372
599	1.1671372984	119.92991
600	1.1525087082	119.764543
601	1.1481803735	119.459383
602	1.1520725231	119.149558
603	1.1492834932	118.931561
604	1.1447484118	118.666613
605	1.1551714713	118.264575
606	1.1531153669	118.019152
607	1.156856373	117.64381
608	1.150312285	117.178558
609	1.1537900672	116.843779
610	1.149815555	116.386602
611	1.1533278286	116.089412
612	1.1576940165	115.651766
613	1.15217119	115.204411
614	1.1587278845	114.808146
615	1.1665357495	114.424331
616	1.1477606273	113.44252
617	1.1475705548	112.849252
618	1.1318721261	112.031347
619	1.1201421247	111.432381
620	1.118536829	111.012206
621	1.1127421727	110.582244
622	1.1143579906	110.28931
623	1.1159109778	110.077105
624	1.1144815344	109.774518
625	1.1218549624	109.479663
626	1.1190560826	109.226658
627	1.1229588217	109.017964
628	1.1205223706	108.795909
629	1.1088417196	108.479816
630	1.1023902474	108.00067
631	1.0787270952	107.397126
632	1.0684061987	107.123413
633	1.0636596305	106.966726
634	1.0595526324	106.776591
635	1.0569892086	106.622289
636	1.0565641844	106.370753
637	1.0138729057	105.250466
638	1.0024593445	104.968765
639	0.9904271232	104.695772
640	0.974720391	104.443451
641	0.9696096461	104.297772
642	0.9553985834	104.105578
643	0.9516615443	104.001616
644	0.9488472342	103.887405
645	0.9423895092	103.755675
646	0.9314720729	103.532742
647	0.9296842349	103.462515
648	0.9241849742	103.232621
649	0.9182984753	103.069803
650	0.909271477	102.867683
651	0.9002867358	102.671193
652	0.8978510579	102.583127
653	0.8952173738	102.476423
654	0.8942933001	102.33463
655	0.9002739276	101.885557
656	0.9011280773	101.578241
657	0.8964395662	101.04349
658	0.879721288	100.348411
659	0.8783022324	100.128202
660	0.8466530767	99.436154
661	0.8532765689	99.125533
662	0.8497641272	98.961896
663	0.8391888147	98.75207
664	0.8356387216	98.650958
665	0.8417730477	98.433103
666	0.8436183713	98.192678
667	0.8406081728	97.938889
668	0.8331782341	97.703504
669	0.8353595967	97.519701
670	0.8336381194	97.358102
671	0.8299672392	97.175156
672	0.8294315804	97.003979
673	0.8160703643	96.759268
674	0.8180054463	96.578187
675	0.8103337988	96.355057
676	0.8096073614	96.291057
677	0.8140639464	96.106498
678	0.8091073034	95.986786
679	0.8100839546	95.830226
680	0.8074468416	95.748249
681	0.8050500925	95.651929
682	0.802447639	95.472289
683	0.8020758311	95.284314
684	0.8018001688	95.084721
685	0.8028933042	94.93772
686	0.8051190753	94.741722
687	0.8066137364	94.496902
688	0.7921870857	94.182089
689	0.791784686	94.065253
690	0.7796224328	93.907747
691	0.779851098	93.770204
692	0.770346061	93.679336
693	0.7662108916	93.627952
694	0.7632230151	93.526063
695	0.7569180474	93.450605
696	0.7549809148	93.349101
697	0.7546551962	93.258884
698	0.7549958409	93.150386
699	0.7585203848	93.028812
700	0.7633131432	92.799062
701	0.7651043429	92.936782
702	0.7682409762	93.037827
703	0.7682931503	93.171715
704	0.7692532618	93.28783
705	0.7666299991	93.667793
706	0.7679118287	93.765795
707	0.7706942696	93.847463
708	0.7761929924	93.945804
709	0.7724713163	94.144172
710	0.7766355312	94.23518
711	0.7774245976	94.264585
712	0.7726982334	94.380332
713	0.769546237	94.493764
714	0.767325374	94.587399
715	0.7678534017	94.683908
716	0.7651730904	95.100954
717	0.7632553886	95.346877
718	0.7726234685	95.550039
719	0.7739126266	95.905567
720	0.7730777733	96.146846
721	0.7777743862	96.300594
722	0.7789290413	96.416958
723	0.779614331	96.492492
724	0.7779858393	96.656498
725	0.7736167267	96.830271
726	0.775062777	96.893373
727	0.7633972874	97.123315
728	0.7644407028	97.272969
729	0.7684003896	97.485679
730	0.7732739306	97.749421
731	0.7801015136	98.245829
732	0.7847015774	98.494406
733	0.7845249183	98.767923
734	0.7858045627	98.962279
735	0.7842717124	99.232073
736	0.7851804566	99.450716
737	0.8113538837	100.166828
738	0.819204678	100.408557
739	0.8169168156	100.795528
740	0.810844211	101.38415
741	0.8113829627	101.62179
742	0.8185047984	101.927072
743	0.8181731296	102.152745
744	0.8160431007	102.465113
745	0.8170332997	102.758342
746	0.8240646712	103.027002
747	0.8249175434	103.229437
748	0.8296171481	103.5203
749	0.833410967	103.762656
750	0.8393893422	104.015866
751	0.8377526478	104.38531
752	0.8336701232	104.643944
753	0.8345797078	104.855527
754	0.8361082887	105.095556
755	0.8395018258	105.539976
756	0.8411157948	105.86782
757	0.8425865203	106.848331
758	0.8573062471	107.857613
759	0.847027843	108.7578
760	0.876039314	110.070155
761	0.876146318	110.548619
762	0.8721796724	111.242772
763	0.8814033657	111.84473
764	0.8800565874	112.434853
765	0.8779051778	112.857429
766	0.8785575897	113.297096
767	0.8825672992	113.938516
768	0.8819262164	114.914774
769	0.8763581746	115.440336
770	0.8805231962	115.756136
771	0.8824323592	116.227842
772	0.8769957276	116.700339
773	0.8929129044	117.477572
774	0.8888424148	117.859113
775	0.8972918669	118.648043
776	0.8958691806	118.856316
777	0.8965929622	119.137612
778	0.9028281067	119.537423
779	0.9015518912	119.832647
780	0.9036617834	120.171551
781	0.9038490992	120.487102
782	0.9105717962	120.834385
783	0.9149364713	121.160434
784	0.9195608068	121.508569
785	0.9219767177	121.706416
786	0.9245345274	121.895145
787	0.9271295852	122.142491
788	0.952978504	123.163161
789	0.9554607083	123.348083
790	0.9758876191	124.109587
791	0.9789348638	124.300315
792	0.9972677162	124.896309
793	1.0071970377	125.196996
794	1.0148877463	125.510963
795	1.0292688119	125.993223
796	1.0368399435	126.262347
797	1.0405105884	126.459355
798	1.0459251334	126.714934
799	1.0493145355	126.925776
800	1.0630278933	127.435976
801	1.0660519084	127.471002
802	1.0692005767	127.565524
803	1.0612429128	127.440479
804	1.0618401586	127.438572
805	1.0523529053	127.05726
806	1.0483328752	126.976854
807	1.045068059	126.92407
808	1.0352777788	126.804734
809	1.0394956806	126.896863
810	1.0388854248	126.925415
811	1.0383007855	127.002766
812	1.0441018963	127.281513
813	1.0524949722	127.689738
814	1.0537332337	127.817812
815	1.0520221778	127.846489
816	1.072914588	128.455828
817	1.0691908613	128.495678
818	1.0681822735	128.524846
819	1.0756433756	128.56658
820	1.0816698908	128.642776
821	1.076874174	128.526738
822	1.0755761745	128.542741
823	1.0763486676	128.587829
824	1.0770449502	128.645919
825	1.0858880615	128.807041
826	1.0751273156	128.822845
827	1.0991690665	129.37557
828	1.100381846	129.390559
829	1.099759757	129.314366
830	1.0993865371	129.214821
831	1.1102159296	129.210562
832	1.105009039	129.038171
833	1.1039890214	128.862589
834	1.1031504702	128.765127
835	1.1029412358	128.588485
836	1.1023810026	128.483955
837	1.0782845227	128.039246
838	1.0737372046	127.927621
839	1.0857227986	128.035293
840	1.1142664842	128.266109
841	1.1171849073	128.21113
842	1.1184154704	128.106337
843	1.1213103949	127.98995
844	1.1263948847	127.806995
845	1.1305955408	127.645159
846	1.1301506824	127.459567
847	1.0953361506	126.75327
848	1.0802542305	126.436968
849	1.0807691139	126.335877
850	1.077948719	126.340072
851	1.0882900548	126.417589
852	1.0956399843	126.402054
853	1.0938465995	126.286307
854	1.0904994543	126.124308
855	1.0881743775	125.85438
856	1.0812566327	125.565309
857	1.0956084848	125.194146
858	1.0924059615	124.766092
859	1.1078839612	124.092805
860	1.1052369311	123.722906
861	1.1089137615	123.412149
862	1.1168679965	122.804426
863	1.0997502096	122.288083
864	1.1052561266	121.818933
865	1.1084892753	121.473925
866	1.1057905752	121.177246
867	1.1060417304	120.721496
868	1.1212872326	120.005778
869	1.1316040613	119.56341
870	1.1227014809	119.33122
871	1.1242791768	119.053064
872	1.1297367856	118.647826
873	1.129193899	118.446643
874	1.1377050726	118.193827
875	1.1381009841	117.874084
876	1.1376820447	117.784126
877	1.1414083599	117.638943
878	1.1398828718	117.42393
879	1.1443319264	117.171903
880	1.1477991527	116.910002
881	1.1247041001	116.5709
882	1.1194858132	116.476349
883	1.1197119571	116.373247
884	1.1184563827	116.231345
885	1.108851872	116.100546
886	1.0980015359	116.021039
887	1.0871819261	115.940622
888	1.0782118084	115.841345
889	1.0756461658	115.791218
890	1.0716065033	115.767159
891	1.062198923	115.744764
892	1.059356139	115.726206
893	1.0561405385	115.662235
894	1.0513192726	115.549628
895	1.0249191637	115.383835
896	1.0207783466	115.381916
897	1.0102402484	115.318531
898	1.0040981231	115.298658
899	0.997621169	115.230957
900	0.99252888	115.182091
901	0.9901184487	115.224357
902	0.9876202425	115.219597
903	0.9970213683	115.231071
904	0.9990511839	115.220674
905	1.0035160051	115.318064
906	1.0021531913	115.347712
907	1.0019674891	115.387041
908	1.0078603417	115.359936
909	1.0078237324	115.345166
910	1.0049986647	115.318048
911	1.0026808829	115.284614
912	1.0054419431	115.361108
913	1.0081444083	115.363436
914	1.0114382699	115.39048
915	1.0121378806	115.388508
916	1.0131827079	115.317513
917	1.0238396097	115.325385
918	1.0263933518	115.310952
919	1.0157031351	115.209336
920	1.0172355148	115.168869
921	1.017273805	115.178941
922	1.0191875399	115.155296
923	1.0184602958	115.131136
924	1.0174951752	115.170069
925	1.0182909315	115.175498
926	1.0251301798	115.064574
927	1.0157491573	114.920846
928	1.006759239	114.868209
929	1.006065713	114.837015
930	1.0027497648	114.843134
931	1.0025307814	114.833526
932	1.0071178353	114.864463
933	1.0111123497	114.849996
934	0.9944023077	114.755626
935	0.9921822515	114.866104
936	0.9910295125	114.932435
937	1.0107500892	115.043164
938	1.0092347535	115.036232
939	1.0121406709	115.084713
940	1.0067188982	115.014151
941	1.0067841158	115.008722
942	1.0071753546	115.015241
943	1.0075414475	115.080835
944	1.0070402128	115.148249
945	1.0076623019	115.186126
946	1.0075330768	115.235625
947	1.0298673688	115.475024
948	1.0312100794	115.550913
949	1.0322297609	115.547274
950	1.0371454916	115.461145
951	1.0422531774	115.406258
952	1.0429493927	115.345006
953	1.0171635737	114.911476
954	1.0196481648	114.927814
955	1.0241608235	114.995584
956	1.0305620377	115.036371
957	1.018060014	114.875488
958	1.0198723253	114.92119
959	1.0154585689	114.942483
960	1.0164090995	114.995221
961	1.0158209976	115.025705
962	1.0173008333	115.137986
963	1.0332006636	115.286947
964	1.0326304125	115.309404
965	1.0283913318	115.371912
966	1.0222381464	115.412023
967	1.0246447789	115.514207
968	1.0243713354	115.609923
969	1.0239417392	115.703684
970	1.0310700967	115.725858
971	1.0326054348	115.680784
972	1.0363418016	115.637047
973	1.0360471119	115.541744
974	1.0207104731	115.229492
975	1.021354716	115.093668
976	1.0208233602	114.992804
977	1.01776798	114.936123
978	1.0223112977	114.96266
979	1.0226541275	114.966535
980	1.0074534037	115.083293
981	1.0295065202	115.214035
982	1.0334550797	115.21164
983	1.0334236475	115.187758
984	1.0145072987	115.071064
985	1.0202368383	115.108788
986	1.0273023313	115.12759
987	1.0287439442	115.059941
988	1.034650042	115.090843
989	1.0189930635	114.944657
990	1.0174093501	114.885173
991	1.0241653282	114.88417
992	1.015287423	114.974789
993	1.0165018834	115.070706
994	1.0191276002	115.225334
995	1.0412188387	115.443746
996	1.031286895	115.53488
997	1.0373259831	115.678048
998	1.0407155534	115.798221
999	1.0457579207	115.918135
1000	1.0468530058	116.054427
1001	1.0472577588	115.994947
1002	1.0478650562	115.974595
1003	1.044676585	115.998725
1004	1.0340511826	116.043944
1005	1.0365911079	116.170982
1006	1.0416481323	116.198044
1007	1.0420649202	116.237905
1008	1.0337984809	116.392356
1009	1.0343573021	116.485625
1010	1.0271041234	116.653956
1011	1.0207705473	116.854436
1012	1.0200598429	116.912757
1013	1.0175970694	116.99298
1014	1.0147583531	117.075672
1015	1.0121334431	117.175147
1016	1.0108200805	117.285923
1017	1.0059674831	117.427774
1018	1.0024271055	117.52631
1019	1.0094442232	117.796069
1020	1.0015884534	117.918732
1021	1.0018853619	118.008904
1022	0.9978916206	118.067175
1023	0.9947387502	118.148723
1024	0.9996508502	118.227268
1025	0.9874910511	118.282808
1026	0.989213705	118.357549
1027	0.9948603777	118.510499
1028	1.0003077668	118.539356
1029	0.9971905308	118.538695
1030	0.9998308375	118.560538
1031	0.9992127489	118.572956
1032	0.9981716868	118.563052
1033	0.99699908	118.586185
1034	1.0134245175	118.71859
1035	1.018789376	118.680309
1036	0.8799834361	114.317076
1037	0.8816075575	114.103316
1038	0.886951775	113.924909
1039	0.8888884705	113.68667
1040	0.8945900068	113.506907
1041	0.8964352296	113.301487
1042	0.899065989	113.102858
1043	0.9006542743	112.900633
1044	0.9029544407	112.709711
1045	0.9044042562	112.561512
1046	0.8707918473	111.500719
1047	0.8773372127	111.355573
1048	0.8879663466	111.186253
1049	0.8898013497	111.108682
