ID	Application	10.00%	30.00%	50.00%	70.00%	90.00%
1	blackscholes	1.323142	1.288468	1.237325	1.176011	1.094359
2	bodytrack	1.045005	1.054179	1.043943	1.03386	1.005182
3	facesim	1.126485	1.131086	1.139588	1.14582	1.150704
4	ferret	1.285165	1.290186	1.248104	1.194421	1.128356
5	fluidanimate	1.321846	1.341939	1.348574	1.319234	1.266289
6	freqmine	1.507668	1.801115	2.116872	2.413171	2.751865
7	raytrace	1.336699	1.338627	1.295572	1.234615	1.223857
8	swaptions	1.380725	1.354179	1.283697	1.200098	1.205025
9	vips	1.343785	1.297798	1.262112	1.184278	1.142999
10	x264	1.327259	1.400273	1.38349	1.36195	1.324423
11	canneal	1.410375	1.419266	1.406108	1.309856	1.255354
12	dedup	1.228242	1.216702	1.262277	1.289444	1.257849
13	streamcluster	0.849679	0.870773	0.885411	0.788891	0.789821
14	stream	1.432697	1.391574	1.45478	1.198646	0.976133
15	swish	1.369157	1.35622	1.33922	1.304732	1.248962
16	HOP	1.072137	1.048929	1.063412	0.968309	0.819874
17	KMeans	1.561117	1.575323	1.566741	1.492449	1.313362
18	Kmeans-Fuzzy	1.486859	1.495508	1.470937	1.377901	1.293296
19	ScalParC	1.446321	1.415326	1.367616	1.260481	1.128704
20	SVM-RFE	1.308186	1.327934	1.338108	1.264007	1.191781
21	Average	1.30812745	1.32077025	1.32569435	1.2759087	1.22840975
