ID	Application	10.00%	30.00%	50.00%	70.00%	90.00%
1	blackscholes	1.300809	1.270851	1.219994	1.148655	1.079793
2	bodytrack	1.038765	1.043318	1.028917	1.012933	1.004584
3	facesim	1.112315	1.049926	1.123453	1.134972	1.144994
4	ferret	1.272411	1.263961	1.226726	1.176081	1.104051
5	fluidanimate	1.309335	1.323381	1.271315	1.271238	1.244723
6	freqmine	1.504315	1.782334	2.08732	2.393668	2.600583
7	raytrace	1.31448	1.30649	1.260887	1.198398	1.173967
8	swaptions	1.360808	1.337037	1.273187	1.188528	1.13776
9	vips	1.335056	1.305518	1.251804	1.172406	1.109682
10	x264	1.316745	1.349535	1.315773	1.288211	1.220964
11	canneal	1.436006	1.408685	1.338708	1.285668	1.24734
12	dedup	1.20612	1.22521	1.238782	1.254435	1.261675
13	streamcluster	0.858371	0.61722	0.642419	0.699561	0.719862
14	stream	1.433399	1.351892	1.367357	1.229562	0.952018
15	swish	1.370069	1.364951	1.349881	1.296433	1.249477
16	HOP	0.984251	1.042126	1.044225	1.003602	0.917927
17	KMeans	1.572106	1.499558	1.526495	1.468478	1.32276
18	Kmeans-Fuzzy	1.496322	1.466211	1.429324	1.393978	1.253888
19	ScalParC	1.433174	1.40011	1.35236	1.235985	1.12342
20	SVM-RFE	1.28161	1.345132	1.316152	1.217673	1.164543
21	Average	1.29682335	1.2876723	1.28325395	1.25352325	1.20170055
