ID	Application	10.00%	30.00%	50.00%	70.00%	90.00%
1	blackscholes	1.316404	1.285395	1.233469	1.180793	1.097941
2	bodytrack	1.045282	1.04575	1.045834	1.017652	1.008418
3	facesim	1.111721	1.117977	1.108103	1.139213	1.14487
4	ferret	1.276982	1.268769	1.245853	1.189964	1.123303
5	fluidanimate	1.303458	1.326378	1.328074	1.273361	1.240422
6	freqmine	1.492621	1.806488	2.106421	2.368954	2.679346
7	raytrace	1.335344	1.319436	1.274269	1.210957	1.184851
8	swaptions	1.369014	1.340519	1.281905	1.192271	1.165559
9	vips	1.335633	1.311805	1.254447	1.169907	1.121005
10	x264	1.323398	1.352368	1.32639	1.273448	1.257057
11	canneal	1.445056	1.396877	1.33518	1.287081	1.267817
12	dedup	1.206268	1.234342	1.244049	1.27832	1.267068
13	streamcluster	0.805647	0.623136	0.832808	0.673966	0.71569
14	stream	1.425776	1.434405	1.432035	1.208595	1.029634
15	swish	1.352099	1.353105	1.347469	1.303766	1.246273
16	HOP	1.074642	1.06545	1.066664	1.053484	0.949553
17	KMeans	1.547577	1.510119	1.532208	1.479319	1.383229
18	Kmeans-Fuzzy	1.461809	1.473865	1.353064	1.381818	1.286564
19	ScalParC	1.436859	1.413469	1.352746	1.237444	1.116626
20	SVM-RFE	1.286734	1.298646	1.319996	1.264098	1.156676
21	Average	1.2976162	1.29891495	1.3010492	1.25922055	1.2220951
