ID	Application	10.00%	30.00%	50.00%	70.00%	90.00%
1	blackscholes	1.322505	1.272765	1.2374	1.172076	1.083586
2	bodytrack	1.04284	1.036324	1.029762	1.000089	1.009119
3	facesim	1.100653	1.103984	1.13315	1.130046	1.140246
4	ferret	1.273554	1.265694	1.234436	1.1726	1.10522
5	fluidanimate	1.305647	1.313476	1.29898	1.274604	1.218478
6	freqmine	1.499435	1.792397	2.087314	2.387252	2.638136
7	raytrace	1.31023	1.307359	1.262884	1.20067	1.167663
8	swaptions	1.358101	1.337163	1.247011	1.191446	1.141654
9	vips	1.335894	1.308578	1.250979	1.163915	1.108776
10	x264	1.321518	1.349081	1.307869	1.283411	1.212591
11	canneal	1.407991	1.397933	1.317963	1.338143	1.23401
12	dedup	1.199811	1.233976	1.22267	1.262562	1.258384
13	streamcluster	0.84319	0.85427	0.652582	0.699063	0.722504
14	stream	1.39301	1.429085	1.252513	1.197395	0.93475
15	swish	1.364755	1.362559	1.319207	1.316355	1.251898
16	HOP	1.062744	1.022307	1.034921	1.003659	0.834749
17	KMeans	1.479147	1.555501	1.527894	1.390962	1.307767
18	Kmeans-Fuzzy	1.496538	1.470349	1.420573	1.346546	1.254994
19	ScalParC	1.433261	1.408659	1.350991	1.253822	1.121116
20	SVM-RFE	1.2623	1.314386	1.311577	1.256958	1.200593
21	Average	1.2906562	1.3067923	1.2750338	1.2520787	1.1973117
