0  
140 139	0.998103	1.671888	   
141 140	0.975778	1.681315	   
142 141	1.000753	1.687864	   
143 142	1.016235	1.666696	   
144 143	1.003792	1.673522	   
145 144	0.952181	1.674908	   
146 145	0.93415	1.693314	   
147 146	0.998642	1.700355	   
148 147	0.937436	1.692787	   
149 148	1.009521	1.692641	   
150 149	0.994978	1.692853	   
151 150	0.95306	1.70006	   
152 151	1.033764	1.692617	   
153 152	0.992011	1.679809	   
154 153	1.006881	1.676696	   
155 154	1.008851	1.684769	   
156 155	1.004828	1.681268	   
157 156	0.990238	1.670931	    
158 157	0.981468	1.665346	   
159 158	1.005627	1.662921	   
160 159	0.963605	1.6715	   
161 160	0.995143	1.668567	   
162 161	0.989498	1.678608	   
163 162	0.989852	1.688479	   
164 163	1.029945	1.684069	   
165 164	1.001149	1.681815	   
166 165	1.007571	1.685112	   
167 166	1.014147	1.695041	   
168 167	0.989802	1.686671	   
169 168	1.015906	1.694304	   
170 169	0.998403	1.68555	   
171 170	0.958626	1.682927	   
172 171	0.971344	1.699603	   
173 172	0.989813	1.701822	   
174 173	1.014921	1.696925	   
175 174	0.997973	1.682761	   
176 175	1.03062	1.696362	   
177 176	1.024939	1.702106	   
178 177	0.986873	1.685124	   
179 178	1.030302	1.682987	   
180 179	0.986894	1.687933	   
181 180	0.984674	1.6927	   
182 181	1.022268	1.693919	   
183 182	0.966883	1.679973	   
184 183	1.001477	1.681857	   
185 184	0.996658	1.67115	   
186 185	0.994905	1.666903	   
187 186	1.053313	1.667514	   
188 187	0.985865	1.637875	   
189 188	0.970797	1.646264	   
190 189	1.011982	1.672231	   
191 190	0.981591	1.655857	   
192 191	1.023499	1.654473	   
193 192	1.010132	1.645717	   
194 193	0.977741	1.654867	   
195 194	1.009117	1.665071	   
196 195	0.95995	1.639579	   
197 196	1.04511	1.653764	   
198 197	0.996524	1.635222	   
199 198	0.962503	1.634799	   
200 199	1.00202	1.654191	   
201 200	0.973857	1.6602	   
202 201	0.991398	1.638503	   
203 202	0.99157	1.649685	   
204 203	1.013573	1.663142	   
205 204	0.995255	1.673234	   
206 205	0.982595	1.659669	   
207 206	1.045822	1.670788	   
208 207	0.966644	1.665179	   
209 208	0.931247	1.658709	   
210 209	0.947102	1.68859	   
211 210	0.92632	1.703031	   
212 211	0.968339	1.694036	   
213 212	0.995569	1.690858	   
214 213	0.979374	1.70046	   
215 214	0.952812	1.708982	   
216 215	0.957778	1.706667	   
217 216	0.974602	1.714248	   
218 217	1.008253	1.719968	   
219 218	0.967341	1.701743	   
220 219	1.04051	1.73504	   
221 220	0.97448	1.711285	   
222 221	0.981092	1.708895	   
223 222	1.043223	1.70154	   
224 223	0.960033	1.696565	   
225 224	0.996169	1.693192	   
226 225	0.990046	1.699346	   
227 226	0.995328	1.698908	   
228 227	0.98175	1.682759	   
229 228	0.990123	1.681058	   
230 229	0.985042	1.690215	   
231 230	0.957783	1.704638	   
232 231	1.064875	1.702996	   
233 232	1.004116	1.694674	   
234 233	1.059979	1.698372	   
235 234	0.98716	1.671226	   
236 235	0.952797	1.695041	   
237 236	0.984526	1.686351	   
238 237	0.940889	1.68901	   
239 238	1.0441	1.68819	   
240 239	0.995869	1.687697	   
241 240	1.01227	1.677158	   
242 241	1.032093	1.675751	   
243 242	0.993673	1.657325	   
244 243	1.012526	1.638039	   
245 244	1.019559	1.656382	   
246 245	0.992426	1.641899	   
247 246	0.999696	1.659738	   
248 247	0.9758	1.638936	   
249 248	0.955702	1.646199	   
250 249	0.982729	1.64826	   
251 250	0.875956	1.650385	   
252 251	0.82823	1.676298	   
253 252	0.791502	1.693215	   
254 253	0.716418	1.704922	   
255 254	0.740581	1.72722	   
256 255	0.728122	1.747314	   
257 256	0.73799	1.770409	   
258 257	0.717213	1.790381	   
259 258	0.726324	1.809867	   
260 259	0.747946	1.83437	   
261 260	0.727588	1.845877	   
262 261	0.689448	1.844484	   
263 262	0.684187	1.847898	   
264 263	0.673887	1.847759	   
265 264	0.684815	1.847812	   
266 265	0.722117	1.845178	   
267 266	0.728134	1.84638	   
268 267	0.752937	1.850783	   
269 268	0.739167	1.847956	   
270 269	0.725828	1.846227	   
271 270	0.705862	1.843886	   
272 271	0.668389	1.841086	   
273 272	0.664856	1.840309	   
274 273	0.680244	1.845105	   
275 274	0.715677	1.847724	   
276 275	0.739855	1.849127	   
277 276	0.741103	1.84717	   
278 277	0.721424	1.845021	   
279 278	0.700304	1.844332	   
280 279	0.693581	1.841892	   
281 280	0.687319	1.840851	   
282 281	0.690137	1.840671	   
283 282	0.711446	1.845013	   
284 283	0.706045	1.846482	   
285 284	0.709964	1.846348	   
286 285	0.714378	1.844831	   
287 286	0.681411	1.840836	   
288 287	0.697741	1.841349	   
289 288	0.683201	1.839291	   
290 289	0.666571	1.838146	   
291 290	0.700025	1.840802	   
292 291	0.696274	1.841677	   
293 292	0.699281	1.840749	   
294 293	0.722243	1.842058	   
295 294	0.698758	1.839255	   
296 295	0.670609	1.837358	   
297 296	0.684062	1.837592	   
298 297	0.683671	1.838316	   
299 298	0.683644	1.839528	   
300 299	0.703301	1.838036	   
301 300	0.68395	1.837683	   
302 301	0.684883	1.840548	   
303 302	0.702111	1.839782	   
304 303	0.721946	1.841165	   
305 304	0.748517	1.843685	   
306 305	0.760752	1.845242	   
307 306	0.753391	1.846442	   
308 307	0.761545	1.852249	   
309 308	0.752147	1.851983	   
310 309	0.75906	1.854431	    
311 310	0.747542	1.854229	   
312 311	0.739426	1.856651	   
313 312	0.743561	1.859248	   
314 313	0.725314	1.859358	   
315 314	0.725246	1.857049	   
316 315	0.689149	1.852654	   
317 316	0.676907	1.85052	   
318 317	0.677331	1.849191	   
319 318	0.692244	1.849596	   
320 319	0.688751	1.843782	   
321 320	0.713975	1.845868	   
322 321	0.724608	1.844992	   
323 322	0.709488	1.844959	   
324 323	0.711785	1.840413	   
325 324	0.694704	1.839914	   
326 325	0.68253	1.839778	   
327 326	0.680284	1.839479	   
328 327	0.716098	1.843698	   
329 328	0.707745	1.843672	   
330 329	0.705709	1.843236	   
331 330	0.701802	1.840643	   
332 331	0.6975	1.844764	   
333 332	0.698308	1.841763	   
334 333	0.699533	1.84018	   
335 334	0.716551	1.841504	   
336 335	0.709932	1.844538	   
337 336	0.719325	1.844764	   
338 337	0.723662	1.845193	   
339 338	0.718186	1.846124	   
340 339	0.727402	1.845916	   
341 340	0.743303	1.849098	   
342 341	0.738069	1.849138	   
343 342	0.739766	1.850751	   
344 343	0.728812	1.849733	   
345 344	0.697769	1.849032	   
346 345	0.704227	1.84971	   
347 346	0.689745	1.847484	   
348 347	0.685862	1.846799	   
349 348	0.698179	1.846455	   
350 349	0.685392	1.845045	   
351 350	0.695073	1.844667	   
352 351	0.694049	1.842734	   
353 352	0.676234	1.83828	   
354 353	0.674039	1.837241	   
355 354	0.676648	1.836974	   
356 355	0.67332	1.83597	   
357 356	0.692199	1.837601	   
358 357	0.696858	1.836342	   
359 358	0.710063	1.839449	   
360 359	0.718904	1.839996	   
361 360	0.716145	1.83979	   
362 361	0.727059	1.841421	   
363 362	0.704819	1.840637	   
364 363	0.664791	1.836431	   
365 364	0.643304	1.835777	   
366 365	0.659504	1.83965	   
367 366	0.686119	1.841792	   
368 367	0.706342	1.840456	   
369 368	0.747265	1.842489	   
370 369	0.722688	1.842798	   
371 370	0.692065	1.839599	   
372 371	0.727175	1.841465	   
373 372	0.723274	1.843358	   
374 373	0.730031	1.843161	   
375 374	0.741942	1.844124	   
376 375	0.708386	1.846778	   
377 376	0.684712	1.848405	   
378 377	0.688998	1.846755	   
379 378	0.69393	1.845075	   
380 379	0.68965	1.844743	   
381 380	0.713326	1.844268	   
382 381	0.712427	1.845504	   
383 382	0.722777	1.848818	   
384 383	0.737389	1.845988	   
385 384	0.739373	1.84623	   
386 385	0.716563	1.843862	   
387 386	0.711106	1.84506	   
388 387	0.720268	1.847436	   
389 388	0.688333	1.846671	   
390 389	0.699449	1.845136	   
391 390	0.690309	1.844618	   
392 391	0.697971	1.84845	   
393 392	0.717617	1.847194	   
394 393	0.719854	1.846041	   
395 394	0.686551	1.840203	   
396 395	0.662428	1.839313	   
397 396	0.682506	1.840263	   
398 397	0.656503	1.838721	   
399 398	0.697718	1.838571	   
400 399	0.707106	1.837709	   
401 400	0.688519	1.840286	   
402 401	0.729684	1.842406	   
403 402	0.724558	1.842746	   
404 403	0.729544	1.841558	   
405 404	0.735989	1.842525	   
406 405	0.739935	1.844854	   
407 406	0.732398	1.848334	   
408 407	0.719416	1.848504	   
409 408	0.722827	1.84744	   
410 409	0.695681	1.849629	   
411 410	0.693264	1.847791	   
412 411	0.686294	1.845967	   
413 412	0.682396	1.846694	   
414 413	0.708168	1.847007	   
415 414	0.711306	1.846176	   
416 415	0.719392	1.84473	   
417 416	0.72921	1.845867	   
418 417	0.722029	1.844824	   
419 418	0.73397	1.846368	   
420 419	0.732263	1.846296	   
421 420	0.704079	1.843582	   
422 421	0.684304	1.843438	   
423 422	0.67831	1.844545	   
424 423	0.690843	1.84685	   
425 424	0.690013	1.84451	   
426 425	0.711687	1.843867	   
427 426	0.730546	1.84689	   
428 427	0.720508	1.846986	   
429 428	0.742187	1.846092	   
430 429	0.733372	1.845249	   
431 430	0.721471	1.845367	   
432 431	0.738537	1.847751	   
433 432	0.714285	1.847336	   
434 433	0.717249	1.849265	   
435 434	0.716998	1.850082	   
436 435	0.715279	1.85073	   
437 436	0.757378	1.855547	   
438 437	0.746157	1.853466	   
439 438	0.725798	1.849504	   
440 439	0.732978	1.85225	   
441 440	0.719989	1.852842	   
442 441	0.738779	1.854125	   
443 442	0.745216	1.852398	   
444 443	0.730463	1.851265	   
445 444	0.735868	1.855472	   
446 445	0.704439	1.852564	   
447 446	0.740868	1.855307	   
448 447	0.745481	1.854946	   
449 448	0.724701	1.851489	   
450 449	0.734664	1.851163	   
451 450	0.717401	1.854283	   
452 451	0.710168	1.852166	   
453 452	0.7043	1.849577	   
454 453	0.71393	1.848134	   
455 454	0.711256	1.850144	   
456 455	0.698128	1.848225	   
457 456	0.729733	1.848829	   
458 457	0.702391	1.847885	   
459 458	0.667971	1.84126	   
460 459	0.65848	1.837621	   
461 460	0.644683	1.839077	   
462 461	0.663356	1.839194	   
463 462	0.68434	1.83723	   
464 463	0.681245	1.834096	   
465 464	0.663611	1.834117	   
466 465	0.650039	1.831406	   
467 466	0.658302	1.830776	   
468 467	0.690705	1.833191	   
469 468	0.678444	1.827865	   
470 469	0.7234	1.833966	   
471 470	0.711171	1.83604	   
472 471	0.704195	1.838762	   
473 472	0.74195	1.83972	   
474 473	0.714242	1.840168	   
475 474	0.71277	1.839505	   
476 475	0.706048	1.841785	   
477 476	0.702233	1.844428	   
478 477	0.688239	1.844824	   
479 478	0.687652	1.843083	   
480 479	0.683338	1.840888	   
481 480	0.661157	1.842321	   
482 481	0.714061	1.843687	   
483 482	0.715211	1.843576	   
484 483	0.756717	1.84729	   
485 484	0.743188	1.842472	   
486 485	0.716027	1.843904	   
487 486	0.7114	1.843409	   
488 487	0.675978	1.843625	   
489 488	0.715611	1.844103	   
490 489	0.713201	1.846947	   
491 490	0.722275	1.84763	   
492 491	0.744351	1.851062	   
493 492	0.741824	1.853935	   
494 493	0.751443	1.851503	   
495 494	0.766096	1.853831	   
496 495	0.761595	1.851656	   
497 496	0.760895	1.856093	   
498 497	0.742213	1.854695	   
499 498	0.710691	1.853745	   
500 499	0.705483	1.855252	 
