50	0.9252689803	187.159186
51	0.9033274589	187.059514
52	0.8910422696	186.628232
53	0.8957470384	186.359253
54	0.8817574538	186.547816
55	0.8740392226	186.344125
56	0.8720146569	186.331922
57	0.8586146665	186.553223
58	0.8626483911	186.884868
59	0.8617850206	187.189124
60	0.8654686283	187.432652
61	0.8425205799	187.584149
62	0.8396501007	187.616566
63	0.838731032	187.866791
64	0.8423979712	188.070682
65	0.8452191231	188.251648
66	0.8341306895	188.295146
67	0.8355166334	188.39269
68	0.8374856743	188.438059
69	0.8336468621	188.531611
70	0.8356779722	188.363166
71	0.8376164517	188.499389
72	0.8139508387	188.481725
73	0.8159814284	188.29235
74	0.8179820401	188.474172
75	0.8041383244	188.469464
76	0.8039333825	188.497308
77	0.8010307806	188.718025
78	0.8043221665	188.889525
79	0.8076783498	188.94599
80	0.8110388539	189.022417
81	0.7842474675	189.050083
82	0.7815521098	189.05109
83	0.7815678163	189.217789
84	0.7812832064	189.307729
85	0.7819876349	189.441141
86	0.7799550266	189.51194
87	0.7752255311	189.631216
88	0.7782641459	189.564608
89	0.7656178482	189.568835
90	0.7684605414	189.430492
91	0.7718890914	189.531786
92	0.7677389082	189.551149
93	0.7710915906	189.466388
94	0.7660456778	189.409712
95	0.7615471282	189.178091
96	0.7551216582	189.219838
97	0.7480170227	189.517586
98	0.7475322806	189.682823
99	0.7469491835	189.864196
100	0.7491035646	190.025072
101	0.7461677046	190.186249
102	0.7487768498	190.369321
103	0.7497852534	190.489343
104	0.7447817608	190.579721
105	0.747455041	190.68348
106	0.7452651782	190.833894
107	0.7456491525	190.923391
108	0.747021014	191.092636
109	0.7497325671	191.114185
110	0.7515333463	191.174414
111	0.7476797265	191.197294
112	0.7460093619	191.217845
113	0.7415327163	191.36973
114	0.7310585407	191.409064
115	0.718519981	191.393394
116	0.7130473898	191.469132
117	0.711047125	191.592233
118	0.7053339684	191.71314
119	0.7023083478	191.73576
120	0.6936967367	191.744068
121	0.6918521653	191.778029
122	0.6900757501	191.766705
123	0.6886667038	191.806491
124	0.6859196691	191.741176
125	0.6688518249	191.630409
126	0.662565916	191.063339
127	0.6625512976	190.930121
128	0.658652687	190.957467
129	0.6563662669	190.887018
130	0.6478193269	190.852672
131	0.6464868579	190.871321
132	0.6388842496	190.978759
133	0.6357957082	191.036513
134	0.634608698	191.237139
135	0.633911902	191.300888
136	0.6275787789	191.380065
137	0.6274858328	191.281212
138	0.6298186313	191.246809
139	0.6150322713	191.217797
140	0.6145039894	190.954247
141	0.6153659563	190.961999
142	0.6093372813	191.008592
143	0.6276853026	191.019189
